annotation_id,image_id,box_area,box_image_ratio
30,7,14016.999991416742,0.04562825518039304
33,7,6787.039410403556,0.022093227247407407
34,8,10294.091702474298,0.05026411964098778
39,12,7717.1072912756745,0.025120791963788004
50,17,1862.839574186472,0.006063930905554921
58,21,2067.998840332075,0.00673176705837264
61,23,5988.568939236911,0.019494039515745153
62,23,1704.7349189796132,0.0055492673143867615
64,25,18075.108770719537,0.05883824469635266
66,25,4016.2970978204075,0.013073883781967473
93,35,1495.124006148191,0.004866940124180309
97,37,67397.35758766586,0.21939244006401645
98,37,19972.23255850764,0.06501377785972538
99,37,26004.040561971,0.08464856953766602
104,38,8461.11369311609,0.027542687803112274
122,42,5581.850460779554,0.01817008613535011
132,47,4094.9995231628463,0.013330076572795724
133,48,48750.0,0.15869140625
135,49,15697.288877081552,0.05109794556341651
143,52,7929.999876022339,0.025813801679760218
148,53,5753.094605781347,0.01872752150319449
149,53,23367.448999352353,0.07606591471143344
150,54,23552.3657541838,0.07666785727273373
152,55,43162.85068953246,0.14050407125498848
155,56,31180.942289070543,0.10150046318056817
161,57,33380.614069861986,0.10866085309199865
164,60,16351.90763039566,0.05322886598436088
165,60,28431.097407146684,0.09254914520555561
172,63,15456.371918014771,0.050313710670621
174,64,20701.980643864856,0.06738925990841424
175,65,8549.754906701755,0.02783123342025311
176,66,17189.411807400607,0.056071933087815135
177,66,1692.8487388453243,0.0055220796543754055
179,67,8634.723213738169,0.02810782296138727
181,68,20043.76382339325,0.0652466270292749
182,68,4172.240436971455,0.013581511839099789
183,69,3516.574717186622,0.011447183324175202
186,70,6261.283202075903,0.0203817812567575
191,71,3319.1999745516805,0.010804687417160418
194,72,7029.899225005069,0.02288378653973004
200,73,4368.002044677269,0.014218756655850484
201,73,388.66218023205545,0.0012651763679428888
203,73,5723.524362410807,0.01863126420055601
204,74,1884.4781950258896,0.006134369124433234
205,75,667.9443058111913,0.0021742978704791384
206,76,8146.754817030946,0.02651938417002261
210,77,3032.7935062975967,0.009872374694979156
211,78,22039.49236791127,0.09565751895794822
225,82,7779.560677894791,0.02532409074835544
