annotation_id,image_id,box_area,box_image_ratio
0,0,80513.37758688083,0.2620878176656277
6,1,43015.906574189925,0.14002573754619116
8,2,76025.59312946834,0.24747914430165474
13,3,85855.0,0.27947591145833334
14,4,793.0170245568568,0.0025814356268126846
20,5,64614.11978065925,0.21033242116100018
27,6,140918.20693677553,0.45871812153898284
41,13,13671.27035317327,0.04450283318090257
46,15,635.5057683742986,0.00206870367309342
48,16,15595.425434903857,0.05076635883757766
52,18,29552.540800478913,0.0961996770848923
55,19,15689.701807772359,0.05107324807217565
57,20,14049.430274803273,0.045733822509125235
67,26,660.1153103565415,0.0021488128592335337
69,27,2627.3423430917883,0.008552546689751915
72,28,638.0754113867367,0.0020770683964412002
73,28,1900.1130754476376,0.006185263917472778
75,29,391.07682981797683,0.00127303655539706
78,29,2878.9452356288616,0.009371566522229367
79,29,2187.6632120361937,0.0071212995183469845
81,30,241.97962912880647,0.0007876941052370002
82,30,1729.0316114641769,0.0056283581102349505
84,31,620.5581823682988,0.002020046166563473
92,34,68092.34249016148,0.22165476071016108
94,36,3247.106768206209,0.01057000901108792
115,40,13862.014937363756,0.045123746540897645
116,41,16932.958666992272,0.05512030816078214
123,43,40492.941833180164,0.13181296169655002
126,44,6383.435664893644,0.020779412971658997
137,50,1719.8935799218505,0.005598611913808107
138,50,1837.866316754477,0.005982637749851813
142,51,1274.5707875585579,0.0041489934490838475
167,61,141837.47782387587,0.4617105397912626
168,61,13580.742667409853,0.04420814670380812
214,79,395.339855610658,0.0012869135924826107
218,80,107.34542894710452,0.00034943173485385586
222,81,208.70974674828096,0.0006793937068628938
227,83,42974.41369603764,0.13989066958345586
228,84,234330.3378428484,0.7627940684988556
229,86,53264.06566077292,0.17338563040616184
230,87,38362.649405006276,0.12487841603192147
238,95,4747.585586116103,0.015454380163138355
255,100,2925.2570352783196,0.01072937586296332
256,101,2716.6804228944093,0.009964350142658484
263,104,2202.633229129881,0.007170030042740498
294,115,500.0,0.0016276041666666667
295,115,108.0,0.0003515625
297,116,128.6826652773908,0.00041888888436650653
298,116,62.602377702513806,0.0002037837815837038
299,117,69312.0,0.225625
302,118,83448.0,0.271640625
303,118,29459.0,0.09589518229166667
305,119,72000.00000000001,0.23437500000000006
325,122,226101.2910045253,0.7360068066553558
346,125,2531.798990858553,0.008241533173367687
355,127,1978.0,0.006438802083333334
357,128,2848.934566845865,0.00927387554311805
358,128,28000.96685407525,0.09114898064477621
371,133,2655.0,0.008642578125
374,135,1245.453545670262,0.004054210760645384
375,135,29717.720431982394,0.09673737119785936
377,135,448.750072200077,0.0014607749746096256
393,140,36573.19646555835,0.11905337391132276
394,140,2035.4044257428025,0.006625665448381519
396,142,31008.0,0.1009375
398,142,2544.0,0.00828125
404,144,1329.7130057483753,0.004328492857253826
422,149,1321.5787439027497,0.00430201414030843
426,152,5883.0,0.019150390625
429,153,1995.0,0.006494140625
433,154,7760.0,0.025260416666666667
434,154,4047.0,0.013173828125
440,161,126380.0,0.41139322916666665
441,162,67894.0,0.22100911458333333
443,163,69948.0,0.2276953125
446,163,249.99999999999986,0.0008138020833333328
452,164,70035.0,0.227978515625
453,165,139578.0,0.45435546875
454,166,275.0,0.0008951822916666666
455,167,58503.64957316062,0.19044156762096556
457,168,11954.693488469693,0.03891501786611228
458,170,5576.0,0.018151041666666666
459,171,4128.0,0.0134375
462,172,3660.0,0.0119140625
463,172,250.0,0.0008138020833333334
464,172,1200.0,0.00390625
465,173,4260.306645416078,0.013868185694713795
467,174,312.0,0.001015625
482,177,155062.74757553288,0.5047615480974378
483,178,123136.0,0.4008333333333333
486,180,196200.7168458781,0.6386742084826761
500,184,6415.103801072778,0.02088249935245045
510,187,2596.0,0.008450520833333334
540,193,2533.333333333335,0.008246527777777783
541,194,6384.0,0.02078125
546,195,6942.0,0.02259765625
555,199,120384.0,0.2508
556,200,154456.0,0.5027864583333334
565,206,1656.1202805227572,0.005391016538160017
576,209,1355.83836768359,0.004413536353136686
586,214,158406.58200767558,0.5156464258062357
587,215,95472.84839364495,0.31078401169806297
588,216,89393.59354838742,0.29099477066532364
589,218,57648.1965035144,0.18765688965987762
592,218,1456.7048957323154,0.0047418779157952975
593,218,652.5575547683965,0.0021242107902617073
606,222,51146.96706136807,0.16649403340289085
607,223,62079.99694824219,0.20208332339922588
608,224,72338.3865152385,0.23547651860429197
618,226,63498.87772360397,0.20670207592319
619,226,11484.635805635524,0.03738488217980314
624,228,2023.7097731909548,0.006587596917939306
628,230,864.0007553101896,0.0028125024586920233
630,230,264.1263417335317,0.0008597862686638403
640,233,91717.22623163319,0.29855867913943096
641,235,76412.05842595382,0.33164955914042454
643,237,13909.155646219197,0.060369599158937484
644,238,108625.0,0.3535970052083333
646,239,63300.0,0.2747395833333333
647,240,322.63950550507724,0.0010502588069826733
648,240,1527.8808320173607,0.0049735704167231795
653,242,15493.01635680871,0.050432995953153356
664,243,12491.344575271462,0.04066192895596179
674,245,5613.972230707338,0.020591154015211773
675,245,1312.4173664819234,0.0048137374064037685
676,245,754.0532480501045,0.002765746948540583
680,246,147.00838402371943,0.0005392032864719756
681,246,76.28795247371106,0.0002798120322539285
685,247,6218.1015754178125,0.02280700401781768
699,250,2129.6956738742615,0.006932603105059445
701,250,10412.347222994633,0.03389435944985232
703,250,2148.6383575677764,0.006994265486874272
704,250,1123.8022486168827,0.003658210444716415
705,251,230.63617949482176,0.0007507688134597062
706,251,295.2931481072552,0.0009612407164949714
